Name,Released year,Genre,Director,Runtime,Score,Status,Language,Budget,Revenue
The Monuments Men,2014,"['War', 'Drama', 'History', 'Action']",George Clooney,1h 58m,60.0,Released,English,"$70,000,000.00","$154,984,035.00"
Ghosts of Mars,2001,"['Action', 'Horror', 'Science Fiction']",John Carpenter,1h 38m,51.0,Released,English,"$28,000,000.00","$14,010,832.00"
Kiss of the Dragon,2001,"['Action', 'Crime', 'Thriller']",Chris Nahon,1h 38m,68.0,Released,English,"$25,000,000.00","$64,437,847.00"
Champions,2018,"['Drama', 'Comedy']",Javier Fesser,2h 4m,75.0,Released,Spanish; Castilian,"$4,920,975.00","$20,121,318.00"
Molly's Game,2017,"['Drama', 'Crime']",Aaron Sorkin,2h 20m,72.0,Released,English,"$30,000,000.00","$59,284,015.00"
Howard the Duck,1986,"['Comedy', 'Fantasy', 'Science Fiction']",Willard Huyck,1h 50m,54.0,Released,English,"$37,000,000.00","$38,000,000.00"
Premonition,2007,"['Thriller', 'Drama', 'Mystery']",Mennan Yapo,1h 36m,63.0,Released,English,"$20,000,000.00","$84,297,309.00"
Scooby-Doo! and the Reluctant Werewolf,1988,"['Animation', 'Family', 'TV Movie', 'Mystery', 'Comedy']",Ray Patterson,1h 32m,73.0,Released,English,-,-
Dreamcatcher,2003,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",Lawrence Kasdan,2h 16m,56.0,Released,English,"$68,000,000.00","$75,700,000.00"
National Lampoon's Loaded Weapon 1,1993,"['Comedy', 'Crime', 'Action']",Gene Quintano,1h 24m,60.0,Released,English,-,-
The Witches of Eastwick,1987,"['Comedy', 'Fantasy']",George Miller,1h 58m,65.0,Released,English,"$22,000,000.00","$63,766,510.00"
Groot Takes a Bath,2022,"['Animation', 'Family', 'Comedy', 'Science Fiction']",Kirsten Lepore,6m,71.0,Released,English,-,-
Dog Day Afternoon,1975,"['Crime', 'Drama', 'Thriller']",Sidney Lumet,2h 5m,78.0,Released,English,"$1,800,000.00","$46,665,856.00"
Just Like Heaven,2005,"['Drama', 'Comedy', 'Romance', 'Fantasy']",Mark Waters,1h 35m,69.0,Released,English,"$58,000,000.00","$102,854,431.00"
Maverick,1994,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",Richard Donner,2h 7m,69.0,Released,English,"$75,000,000.00","$183,031,272.00"
Outcast,2014,"['Action', 'Adventure']",Nick Powell,1h 38m,51.0,Released,English,"$25,000,000.00","$5,148,503.00"
The Way Back,2010,"['Drama', 'Adventure', 'History']",Peter Weir,2h 13m,70.0,Released,English,"$30,000,000.00","$24,172,201.00"
Infidelity in Suburbia,2017,"['Thriller', 'TV Movie']",David Winning,2h,63.0,Released,English,-,-
A Dirty Shame,2004,['Comedy'],John Waters,1h 29m,54.0,Released,English,"$15,000,000.00","$1,914,166.00"
The Physician,2013,"['Adventure', 'Drama', 'History']",Philipp Stölzl,2h 35m,73.0,Released,English,"$36,000,000.00","$57,300,000.00"
"Silent Night, Fatal Night",2023,"['TV Movie', 'Mystery']",Peter Sullivan,1h 28m,0.0,Released,English,-,-
Taxi 2,2000,"['Action', 'Comedy']",Gérard Krawczyk,1h 22m,62.0,Released,French,"$10,500,000.00","$64,400,000.00"
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",2008,"['Action', 'Animation', 'Adventure', 'Comedy']",Junji Shimizu,1h 53m,70.0,Released,Japanese,-,"$8,654,110.00"
Teen Titans: The Judas Contract,2017,"['Science Fiction', 'Animation', 'Action']",Jose Delbo,1h 24m,74.0,Released,English,-,-
The Whole Ten Yards,2004,"['Comedy', 'Thriller', 'Crime']",Mitchell Kapner,1h 38m,57.0,Released,English,"$40,000,000.00","$26,155,781.00"
Another Stakeout,1993,"['Comedy', 'Crime', 'Action']",John Badham,1h 45m,55.0,Released,English,"$30,000,000.00","$30,000,000.00"
Takers,2010,"['Action', 'Crime', 'Drama', 'Thriller']",John Luessenhop,1h 47m,62.0,Released,English,"$32,000,000.00","$80,205,382.00"
"Relax, I'm From The Future",2023,"['Comedy', 'Science Fiction']",Luke Higginson,1h 34m,58.0,Released,English,-,-
A Perfect Getaway,2009,"['Thriller', 'Mystery', 'Adventure']",David Twohy,1h 38m,63.0,Released,English,"$14,000,000.00","$22,852,638.00"
Princess Protection Program,2010,"['Family', 'TV Movie', 'Comedy']",Annie DeYoung,1h 29m,66.0,Released,English,-,-
Ivy + Bean: The Ghost That Had to Go,2022,"['Family', 'Comedy']",Elissa Down,1h 2m,67.0,Released,English,-,-
The Messenger: The Story of Joan of Arc,1999,"['Adventure', 'Drama', 'Action', 'History', 'War']",Luc Besson,2h 38m,64.0,Released,English,"$85,000,000.00","$66,976,317.00"
2010,1984,"['Thriller', 'Science Fiction']",Peter Hyams,1h 56m,66.0,Released,English,"$28,000,000.00","$40,400,657.00"
A House on the Bayou,2021,"['Horror', 'Thriller']",Alex McAulay,1h 29m,58.0,Released,English,-,-
Hollow Man,2000,"['Action', 'Science Fiction', 'Thriller']",Andrew W. Marlowe,1h 52m,59.0,Released,English,"$95,000,000.00","$190,213,455.00"
Murder by Numbers,2002,"['Crime', 'Drama', 'Thriller']",Barbet Schroeder,2h,61.0,Released,English,"$50,000,000.00","$56,714,147.00"
Scooby-Doo! Camp Scare,2010,"['Animation', 'Comedy', 'Family', 'Mystery']",Ethan Spaulding,1h 12m,79.0,Released,English,-,-
The Flintstones in Viva Rock Vegas,2000,"['Comedy', 'Family', 'Romance']",Brian Levant,1h 30m,48.0,Released,English,"$83,000,000.00","$59,468,275.00"
Are We Done Yet?,2007,"['Family', 'Comedy']",Steven Gary Banks,1h 32m,57.0,Released,English,-,"$58,400,000.00"
Babe,1995,"['Fantasy', 'Drama', 'Comedy', 'Family']",Chris Noonan,1h 31m,62.0,Released,English,"$30,000,000.00","$254,134,910.00"
Happy Gilmore,1996,['Comedy'],Dennis Dugan,1h 32m,66.0,Released,English,"$12,000,000.00","$41,205,099.00"
The Kingdom,2007,"['Thriller', 'Action', 'Drama']",Peter Berg,1h 50m,67.0,Released,English,"$70,000,000.00","$86,658,558.00"
Crimson Rivers II: Angels of the Apocalypse,2004,"['Action', 'Thriller', 'Crime']",Jean-Christophe Grangé,1h 37m,61.0,Released,French,-,"$40,152,148.00"
USS Indianapolis: Men of Courage,2016,"['Action', 'War']",Mario Van Peebles,2h 8m,59.0,Released,English,"$40,000,000.00","$2,158,568.00"
Godzilla vs. Mothra,1992,"['Action', 'Adventure', 'Science Fiction']",Takao Okawara,1h 42m,68.0,Released,Japanese,-,"$20,000,000.00"
Beau Pere,1981,"['Drama', 'Romance']",Bertrand Blier,2h 3m,68.0,Released,French,-,-
Halo: Nightfall,2014,['Science Fiction'],Sergio Mimica-Gezzan,1h 59m,69.0,Released,English,-,-
The Raffle,1991,['Drama'],Francesco Laudadio,1h 33m,68.0,Released,Italian,-,-
The Imaginarium of Doctor Parnassus,2009,"['Adventure', 'Fantasy', 'Mystery']",Terry Gilliam,2h 3m,64.0,Released,English,"$30,000,000.00","$64,352,607.00"
Young Mom,2017,['Romance'],Kye Jang-hyuk,1h 20m,10.0,Released,Korean,-,-
Blood Father,2016,"['Action', 'Thriller', 'Drama']",Peter Craig,1h 28m,62.0,Released,English,"$13,000,000.00","$6,903,033.00"
Bernie the Dolphin 2,2019,"['Family', 'Comedy', 'Adventure']",Kirk Harris,1h 39m,62.0,Released,English,-,-
The Red Sea Diving Resort,2019,"['Drama', 'Thriller', 'History']",Gideon Raff,2h 10m,69.0,Released,English,-,-
Police Story 3: Super Cop,1992,"['Action', 'Crime', 'Thriller']",Stanley Tong,1h 35m,68.0,Released,Cantonese,"$900,000.00","$20,483,423.00"
Leroy & Stitch,2006,"['Animation', 'Comedy', 'Family']",Roberts Gannaway,1h 13m,66.0,Released,English,-,-
The End We Start From,2023,['Drama'],Mahalia Belo,1h 42m,0.0,Released,English,-,-
Close,2022,['Drama'],Lukas Dhont,1h 44m,78.0,Released,French,-,"$3,129,968.00"
Crip Camp: A Disability Revolution,2020,['Documentary'],Nicole Newnham,1h 47m,72.0,Released,English,-,-
Revenge,2017,"['Action', 'Thriller', 'Horror']",Coralie Fargeat,1h 49m,64.0,Released,French,"$2,900,000.00","$938,055.00"
Sweet Girl,2021,"['Action', 'Thriller', 'Drama']",Brian Andrew Mendoza,1h 50m,67.0,Released,English,-,-
Mohabbatein,2000,"['Drama', 'Romance']",Aditya Chopra,3h 36m,70.0,Released,Hindi,"$4,000,000.00",-
Alone,2020,"['Thriller', 'Horror']",John Hyams,1h 38m,63.0,Released,English,-,-
The Artifice Girl,2023,"['Science Fiction', 'Thriller', 'Drama', 'Mystery']",Franklin Ritch,1h 33m,66.0,Released,English,-,-
The Boy Who Harnessed the Wind,2019,"['Drama', 'History', 'Family']",Chiwetel Ejiofor,1h 53m,79.0,Released,English,-,-
Darkest Hour,2017,"['Drama', 'History']",Joe Wright,2h 5m,74.0,Released,English,"$30,000,000.00","$150,847,207.00"
Run Rabbit Run,2023,"['Horror', 'Thriller']",Daina Reid,1h 40m,53.0,Released,English,-,-
Crocodile Dundee in Los Angeles,2001,"['Adventure', 'Comedy']",Paul Hogan,1h 35m,52.0,Released,English,"$21,150,000.00","$39,438,674.00"
Quigley Down Under,1990,['Western'],Simon Wincer,1h 59m,66.0,Released,English,-,-
Downsizing,2017,"['Drama', 'Science Fiction']",Alexander Payne,2h 15m,53.0,Released,English,"$68,000,000.00","$55,003,890.00"
You Were Never Really Here,2017,"['Crime', 'Drama', 'Thriller']",Lynne Ramsay,1h 29m,66.0,Released,English,-,"$10,891,281.00"
The Substitute 2: School's Out,1998,"['Action', 'Mystery', 'Thriller']",Steven Pearl,1h 29m,58.0,Released,English,-,-
Billy Madison,1995,['Comedy'],Tamra Davis,1h 30m,62.0,Released,English,"$10,000,000.00","$26,488,734.00"
Into the Abyss,2023,['Horror'],Matías Rispau,1h 44m,64.0,Released,Spanish; Castilian,-,-
Innerspace,1987,"['Action', 'Comedy', 'Science Fiction']",Chip Proser,2h,68.0,Released,English,"$27,000,000.00","$25,900,000.00"
Blood Vessel,2019,"['Horror', 'Science Fiction']",Justin Dix,1h 33m,54.0,Released,English,-,-
The Woman in Black 2: Angel of Death,2014,"['Thriller', 'Horror', 'Drama']",Susan Hill,1h 38m,52.0,Released,English,"$15,000,000.00","$48,854,305.00"
Friends: The Reunion,2021,['Documentary'],Ben Winston,1h 44m,79.0,Released,English,-,-
The Howling,1981,['Horror'],Joe Dante,1h 31m,66.0,Released,English,"$1,000,000.00","$17,985,893.00"
The Secret of NIMH,1982,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Science Fiction']",Don Bluth,1h 22m,74.0,Released,English,"$7,000,000.00","$14,665,733.00"
The Estate,2022,"['Comedy', 'Drama']",Dean Craig,1h 36m,56.0,Released,English,-,"$572,062.00"
Born on the Fourth of July,1989,"['Drama', 'War']",Ron Kovic,2h 25m,70.0,Released,English,"$14,000,000.00","$161,001,698.00"
The Thinning: New World Order,2018,"['Action', 'Drama', 'Thriller', 'Horror']",Michael J. Gallagher,1h 23m,71.0,Released,English,"$2,000,000.00",-
Ogre,2022,"['Horror', 'Fantasy', 'Drama']",Arnaud Malherbe,1h 43m,51.0,Released,French,-,-
Hotel Rwanda,2004,"['Drama', 'History', 'War']",Terry George,2h 1m,77.0,Released,English,"$17,500,000.00","$38,000,000.00"
Transformers: Revenge of the Fallen,2009,"['Science Fiction', 'Action', 'Adventure']",Michael Bay,2h 29m,62.0,Released,English,"$200,000,000.00","$836,300,000.00"
The Uninvited,2009,['Horror'],Carlo Bernard,1h 27m,65.0,Released,English,-,"$41,624,046.00"
Frosty the Snowman,1969,"['Family', 'Animation', 'TV Movie']",Jules Bass,25m,70.0,Released,English,-,-
The Crimson Rivers,2000,"['Crime', 'Mystery', 'Thriller']",Mathieu Kassovitz,1h 46m,69.0,Released,French,"$2,365,000.00",-
Death on the Nile,1978,['Mystery'],Agatha Christie,2h 20m,71.0,Released,English,"$7,920,000.00","$14,560,084.00"
Can't Buy Me Love,1987,"['Drama', 'Comedy', 'Romance']",Steve Rash,1h 34m,70.0,Released,English,"$1,800,000.00","$31,623,833.00"
A Christmas Prince: The Royal Baby,2019,"['Romance', 'Family']",Karen Schaler,1h 24m,63.0,Released,English,-,-
Incendies,2010,"['Drama', 'War', 'Mystery']",Denis Villeneuve,2h 11m,81.0,Released,French,"$6,800,000.00","$6,788,659.00"
We Bare Bears: The Movie,2020,"['Animation', 'Adventure', 'Family', 'Comedy', 'TV Movie']",Daniel Chong,1h 9m,78.0,Released,English,-,-
New Gods: Nezha Reborn,2021,"['Animation', 'Action', 'Fantasy']",Zhao Ji,1h 56m,81.0,Released,Chinese,-,-
The Hand that Rocks the Cradle,1992,"['Drama', 'Thriller']",Curtis Hanson,1h 50m,69.0,Released,English,"$11,700,000.00","$88,036,683.00"
Lady and the Tramp,2019,"['Family', 'Romance', 'Comedy']",Charlie Bean,1h 51m,72.0,Released,English,-,-
Young Guns II,1990,"['Western', 'Adventure']",Geoff Murphy,1h 44m,65.0,Released,English,"$20,000,000.00","$59,000,000.00"
Phineas and Ferb: The Movie: Candace Against the Universe,2020,"['Family', 'Animation', 'Science Fiction', 'Comedy', 'TV Movie']",Dan Povenmire,1h 24m,73.0,Released,English,-,-
Passenger 57,1992,"['Action', 'Adventure', 'Thriller']",Dan Gordon,1h 24m,60.0,Released,English,"$15,000,000.00","$44,065,653.00"
Honey,2003,"['Music', 'Drama', 'Romance']",Bille Woodruff,1h 34m,63.0,Released,English,"$18,000,000.00","$62,646,763.00"
Brick Mansions,2014,"['Action', 'Crime', 'Drama']",Camille Delamarre,1h 30m,59.0,Released,English,"$28,000,000.00","$71,416,730.00"
Superman/Batman: Apocalypse,2010,"['Science Fiction', 'Action', 'Adventure', 'Animation']",Lauren Montgomery,1h 18m,72.0,Released,English,"$3,500,000.00",-
The Garden of Words,2013,"['Animation', 'Drama', 'Romance']",Makoto Shinkai,46m,76.0,Released,Japanese,-,-
El juego,2023,"['Comedy', 'Drama', 'Romance']",Paco Sepúlveda, -,70.0,Released,Spanish; Castilian,-,-
Margin Call,2011,"['Thriller', 'Drama']",J.C. Chandor,1h 47m,68.0,Released,English,"$3,500,000.00","$19,504,039.00"
Mercury Rising,1998,"['Action', 'Crime', 'Drama', 'Thriller']",Harold Becker,1h 51m,63.0,Released,English,"$60,000,000.00","$93,107,289.00"
Spanglish,2004,['Comedy'],James L. Brooks,2h 10m,60.0,Released,English,"$80,000,000.00","$55,041,367.00"
The First Great Train Robbery,1978,"['Thriller', 'Adventure', 'Drama', 'Crime']",Michael Crichton,1h 50m,67.0,Released,English,"$6,000,000.00",-
Influencer,2023,"['Thriller', 'Mystery', 'Horror']",Kurtis David Harder,1h 32m,62.0,Released,English,-,-
The Man with the Iron Fists 2,2015,['Action'],Roel Reiné,1h 30m,55.0,Released,English,-,-
Jan Dara: The Beginning,2012,"['Drama', 'Romance']",Pundhevanop Dhewakul,2h 17m,58.0,Released,Thai,-,-
Wasabi,2001,"['Drama', 'Action', 'Comedy']",Gérard Krawczyk,1h 34m,66.0,Released,French,"$15,300,000.00","$10,366,360.00"
Christmas in Notting Hill,2023,"['TV Movie', 'Comedy', 'Romance']",Ali Liebert,1h 24m,75.0,Released,English,-,-
Kung Fu Jungle,2014,"['Action', 'Thriller', 'Crime']",Teddy Chan,1h 40m,67.0,Released,Cantonese,"$25,000,000.00","$129,115.00"
Westworld,1973,"['Adventure', 'Science Fiction', 'Western']",Michael Crichton,1h 29m,68.0,Released,English,"$1,200,000.00","$10,000,000.00"
Sailor Moon SuperS: The Movie: Black Dream Hole,1995,"['Animation', 'Fantasy', 'Action', 'Romance', 'Comedy']",Hiroki Shibata,1h,81.0,Released,Japanese,-,-
Tower Heist,2011,"['Action', 'Comedy']",Ted Griffin,1h 44m,61.0,Released,English,"$75,000,000.00","$152,930,623.00"
A River Runs Through It,1992,"['Drama', 'Family']",Norman Maclean,2h 3m,70.0,Released,English,"$12,000,000.00","$43,440,294.00"
A Real Young Girl,1976,['Drama'],Catherine Breillat,1h 29m,53.0,Released,French,-,-
Mars Needs Moms,2011,"['Adventure', 'Animation', 'Family']",Simon Wells,1h 28m,60.0,Released,English,"$150,000,000.00","$38,992,758.00"
This Boy's Life,1993,['Drama'],Michael Caton-Jones,1h 55m,71.0,Released,English,-,"$4,104,962.00"
I Hope They Serve Beer in Hell,2009,['Comedy'],Bob Gosse,1h 46m,49.0,Released,English,"$7,000,000.00","$1,429,299.00"
Dolores Claiborne,1995,"['Crime', 'Drama', 'Mystery']",Taylor Hackford,2h 12m,72.0,Released,English,"$13,000,000.00","$46,400,000.00"
Scoob!,2020,"['Animation', 'Comedy', 'Family', 'Mystery']",Matt Lieberman,1h 33m,71.0,Released,English,"$90,000,000.00","$28,588,425.00"
A Trip to Infinity,2022,['Documentary'],Jon Halperin,1h 19m,72.0,Released,English,-,-
Traffic,2000,"['Thriller', 'Drama', 'Crime']",Steven Soderbergh,2h 27m,71.0,Released,English,"$48,000,000.00","$207,515,725.00"
Billy Elliot,2000,"['Drama', 'Comedy', 'Music']",Stephen Daldry,1h 50m,76.0,Released,English,"$5,000,000.00","$109,280,263.00"
Forgotten,2017,"['Thriller', 'Mystery', 'Drama']",Jang Hang-jun,1h 48m,80.0,Released,Korean,-,"$9,968,972.00"
The Wild Bunch,1969,['Western'],Sam Peckinpah,2h 25m,76.0,Released,English,"$6,244,087.00","$638,641.00"
About a Boy,2002,"['Drama', 'Comedy', 'Romance']",Chris Weitz,1h 41m,67.0,Released,English,"$27,000,000.00","$129,000,000.00"
Darkling,2020,"['Thriller', 'Drama', 'Mystery']",Martina Amoretti,13m,80.0,Released,English,$300.00,-
Halloween II,1981,"['Horror', 'Thriller']",Rick Rosenthal,1h 32m,65.0,Released,English,"$2,500,000.00","$25,500,000.00"
The In-Laws,2003,"['Action', 'Comedy']",Andrew Fleming,1h 38m,56.0,Released,English,"$40,000,000.00","$26,800,000.00"
Mr. Holmes,2015,"['Drama', 'Crime']",Arthur Conan Doyle,1h 44m,65.0,Released,English,"$11,000,000.00","$29,355,203.00"
The Diary of a Teenage Girl,2015,"['Drama', 'Romance']",Marielle Heller,1h 42m,66.0,Released,English,"$2,000,000.00","$1,477,002.00"
Unhinged,2020,"['Action', 'Thriller']",Derrick Borte,1h 30m,65.0,Released,English,"$33,000,000.00","$39,238,300.00"
Journey to the Center of the Earth,1959,"['Adventure', 'Fantasy', 'Family']",Henry Levin,2h 12m,70.0,Released,English,"$3,440,000.00","$10,000,000.00"
Between Us,2023,['Drama'],Jude Bauman,1h 30m,62.0,Released,French,-,-
Poison Ivy: The New Seduction,1997,"['Thriller', 'Romance', 'Drama']",Kurt Voss,1h 33m,48.0,Released,English,-,-
Seven Years in Tibet,1997,"['Adventure', 'Drama', 'History']",Jean-Jacques Annaud,2h 16m,72.0,Released,English,"$70,000,000.00","$131,457,682.00"
365 Days,2020,"['Romance', 'Drama']",Tomasz Mandes,1h 56m,71.0,Released,Polish,-,"$9,458,590.00"
Ticket to Paradise,2022,"['Comedy', 'Romance']",Ol Parker,1h 44m,66.0,Released,English,"$20,000,000.00","$168,763,270.00"
The Nativity Story,2006,['Drama'],Catherine Hardwicke,1h 41m,71.0,Released,English,"$35,000,000.00","$46,400,000.00"
The Land Before Time X: The Great Longneck Migration,2003,"['Animation', 'Adventure', 'Family']",Judy Freudberg,1h 24m,63.0,Released,English,-,-
Mother,2009,"['Crime', 'Drama', 'Mystery']",Bong Joon-ho,2h 9m,77.0,Released,Korean,"$5,000,000.00","$17,112,713.00"
11:14,2003,"['Crime', 'Drama', 'Thriller', 'Mystery']",Greg Marcks,1h 26m,68.0,Released,English,"$6,000,000.00",-
Soylent Green,1973,"['Science Fiction', 'Thriller']",Richard Fleischer,1h 37m,69.0,Released,English,-,"$3,600,000.00"
Underground,2021,['Drama'],Sophie Dupuis,1h 37m,70.0,Released,French,-,-
Dead Mine,2012,"['Action', 'Horror']",Steven Sheil,1h 31m,45.0,Released,Indonesian,-,-
Carrie,2013,"['Drama', 'Horror']",Kimberly Peirce,1h 40m,60.0,Released,English,"$30,000,000.00","$82,394,288.00"
47 Meters Down: Uncaged,2019,"['Horror', 'Drama', 'Adventure']",Johannes Roberts,1h 30m,57.0,Released,English,"$12,000,000.00","$47,582,563.00"
The Way of the Gun,2000,"['Action', 'Crime', 'Drama', 'Thriller']",Christopher McQuarrie,1h 59m,63.0,Released,English,"$8,500,000.00","$19,125,401.00"
Stomp the Yard,2007,"['Drama', 'Music']",Sylvain White,1h 54m,70.0,Released,English,"$13,000,000.00","$75,511,123.00"
Bridget Jones's Baby,2016,"['Comedy', 'Romance']",Sharon Maguire,2h 3m,64.0,Released,English,"$35,000,000.00","$212,000,000.00"
The Poseidon Adventure,1972,"['Adventure', 'Thriller', 'Action']",Ronald Neame,1h 57m,71.0,Released,English,"$5,000,000.00","$84,563,118.00"
JFK,1991,"['Drama', 'Thriller', 'History']",Oliver Stone,3h 9m,76.0,Released,English,"$40,000,000.00","$205,405,498.00"
Brotherhood of the Wolf,2001,"['Adventure', 'Horror', 'Action', 'History']",Christophe Gans,2h 23m,67.0,Released,French,"$29,000,000.00","$70,752,904.00"
2 Guns,2013,"['Action', 'Comedy', 'Crime']",Baltasar Kormákur,1h 49m,65.0,Released,English,"$61,000,000.00","$131,940,411.00"
Insomnia,2002,"['Thriller', 'Crime']",Christopher Nolan,1h 58m,69.0,Released,English,"$46,000,000.00","$113,714,830.00"
Shadow of a Doubt,1943,"['Thriller', 'Crime']",Alfred Hitchcock,1h 48m,75.0,Released,English,-,-
Bad City,2022,"['Action', 'Crime']",Kensuke Sonomura,1h 58m,70.0,Released,Japanese,-,-
Hard Boiled,1992,"['Action', 'Thriller', 'Crime']",John Woo,2h 6m,76.0,Released,Cantonese,"$4,500,000.00",-
Ghost in the Shell 2: Innocence,2004,"['Animation', 'Drama', 'Science Fiction']",Mamoru Oshii,1h 40m,73.0,Released,Japanese,-,"$9,789,651.00"
Ben 10 Alien Swarm,2009,['Adventure'],Alex Winter,1h 30m,62.0,Released,English,"$40,000,000.00",-
The Mule,2018,"['Crime', 'Drama']",Clint Eastwood,1h 56m,68.0,Released,English,"$50,000,000.00","$174,804,407.00"
Drunken Master,1978,"['Action', 'Comedy']",Woo-Ping Yuen,1h 51m,74.0,Released,Cantonese,-,-
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,"['Comedy', 'War']",Stanley Kubrick,1h 35m,81.0,Released,English,"$1,800,000.00","$9,523,464.00"
Megan Is Missing,2011,"['Drama', 'Horror', 'Thriller']",Michael Goi,1h 25m,63.0,Released,English,-,-
Rebel Without a Cause,1955,['Drama'],Nicholas Ray,1h 51m,75.0,Released,English,"$1,500,000.00","$4,500,000.00"
21,2008,"['Drama', 'Crime']",Robert Luketic,2h 3m,67.0,Released,English,"$35,000,000.00","$159,808,370.00"
Office Space,1999,['Comedy'],Mike Judge,1h 30m,74.0,Released,English,"$10,000,000.00","$12,827,813.00"
A Courtesan with Flowered Skin,2014,"['Drama', 'Romance']",Keisuke Toyoshima,1h 42m,68.0,Released,Japanese,-,-
My Little Pony: The Movie,2017,"['Family', 'Animation', 'Adventure', 'Fantasy']",Meghan McCarthy,1h 39m,72.0,Released,English,"$6,000,000.00","$61,294,644.00"
Lifeforce,1985,"['Science Fiction', 'Horror', 'Thriller']",Tobe Hooper,1h 42m,63.0,Released,English,"$25,000,000.00","$11,603,545.00"
The Highwayman,2022,['Adventure'],Steven Lawson,1h 25m,61.0,Released,English,-,-
Far and Away,1992,"['Adventure', 'Drama', 'Romance', 'Western']",Ron Howard,2h 20m,67.0,Released,English,"$60,000,000.00","$137,783,840.00"
Justice League: The New Frontier,2008,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Family']",Dave Bullock,1h 15m,68.0,Released,English,"$3,500,000.00","$5,231,128.00"
CJ7,2008,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']",Stephen Chow,1h 26m,73.0,Released,Cantonese,-,"$47,301,471.00"
Avatar: Creating the World of Pandora,2010,['Documentary'],Thomas C. Grane,23m,68.0,Released,English,-,-
Johnny Mnemonic,1995,"['Science Fiction', 'Thriller', 'Adventure', 'Action']",Robert Longo,1h 37m,57.0,Released,English,"$25,000,000.00","$19,075,720.00"
Monty Python's The Meaning of Life,1983,['Comedy'],Terry Jones,1h 47m,73.0,Released,English,"$9,000,000.00","$14,949,697.00"
Hunt for the Wilderpeople,2016,"['Adventure', 'Comedy', 'Drama']",Taika Waititi,1h 41m,77.0,Released,English,"$2,500,000.00","$23,915,910.00"
Fools Rush In,1997,"['Comedy', 'Drama', 'Romance']",Katherine Reback,1h 49m,64.0,Released,English,"$20,000,000.00","$42,000,000.00"
Greta,2018,"['Mystery', 'Thriller', 'Horror']",Neil Jordan,1h 38m,66.0,Released,English,-,-
Bound,1996,"['Drama', 'Thriller']",Lilly Wachowski,1h 45m,72.0,Released,English,"$4,500,000.00","$7,011,317.00"
I Never Promised You a Rose Garden,1977,['Drama'],Anthony Page,1h 36m,64.0,Released,English,"$3,000,000.00",-
Mona Lisa and the Blood Moon,2022,"['Mystery', 'Fantasy', 'Thriller']",Ana Lily Amirpour,1h 46m,63.0,Released,English,-,-
Fallen Angels,1995,"['Action', 'Romance', 'Crime']",Wong Kar-wai,1h 38m,77.0,Released,Cantonese,-,-
Mia and the White Lion,2018,"['Adventure', 'Family', 'Drama']",Gilles de Maistre,1h 38m,73.0,Released,French,"$9,600,000.00","$35,500,000.00"
Taxi 3,2003,"['Action', 'Comedy']",Gérard Krawczyk,1h 22m,57.0,Released,French,"$14,500,000.00","$65,497,208.00"
Anchorman 2: The Legend Continues,2013,['Comedy'],Adam McKay,1h 59m,61.0,Released,English,"$50,000,000.00","$173,649,015.00"
Spy Game,2001,"['Action', 'Crime', 'Thriller']",Tony Scott,2h 6m,69.0,Released,English,"$115,000,000.00","$143,049,560.00"
Santa Isn't Real,2023,['Horror'],Zac Locke,1h 25m,100.0,Released,English,-,-
Flash Gordon,1980,"['Science Fiction', 'Adventure', 'Action']",Alex Raymond,1h 51m,62.0,Released,English,"$35,000,000.00","$27,100,000.00"
Jaws: The Revenge,1987,"['Adventure', 'Thriller', 'Horror']",Peter Benchley,1h 29m,41.0,Released,English,"$23,000,000.00","$51,881,013.00"
Year One,2009,"['Comedy', 'Adventure']",Harold Ramis,1h 37m,50.0,Released,English,"$60,000,000.00","$62,357,900.00"
Glory,1989,"['Drama', 'History', 'War']",Edward Zwick,2h 2m,75.0,Released,English,"$18,000,000.00","$26,828,365.00"
Fast Times at Ridgemont High,1982,['Comedy'],Cameron Crowe,1h 30m,68.0,Released,English,"$4,500,000.00","$27,100,000.00"
Gnomeo & Juliet,2011,"['Animation', 'Family']",Kelly Asbury,1h 24m,59.0,Released,English,"$36,000,000.00","$189,712,432.00"
Ran,1985,"['Action', 'Drama', 'History']",Akira Kurosawa,2h 40m,81.0,Released,Japanese,"$11,500,005.00","$11,859,533.00"
Luther: The Fallen Sun,2023,"['Crime', 'Mystery', 'Thriller']",Jamie Payne,2h 9m,67.0,Released,English,-,-
No Good Deed,2014,"['Crime', 'Thriller']",Sam Miller,1h 24m,59.0,Released,English,"$13,200,000.00","$53,830,415.00"
Christmas of Yes,2023,['Romance'],Rhonda Baraka,1h 24m,0.0,Released,English,-,-
Voices of a Distant Star,2002,"['Animation', 'Science Fiction', 'Romance']",Makoto Shinkai,25m,65.0,Released,Japanese,-,-
The Secret Garden,1993,"['Drama', 'Family', 'Fantasy']",Agnieszka Holland,1h 42m,74.0,Released,English,-,-
