Name,Released year,Genre,Director,Runtime,Score,Status,Language,Budget,Revenue
Lying and Stealing,2019,"['Crime', 'Comedy', 'Drama']",Matt Aselton,1h 40m,59.0,Released,English,"$3,000,000.00",-
Pokémon the Movie: The Power of Us,2018,"['Animation', 'Family', 'Adventure', 'Fantasy']",Tetsuo Yajima,1h 38m,71.0,Released,Japanese,-,"$23,740,788.00"
Shark Side of the Moon,2022,"['Action', 'Science Fiction', 'Thriller', 'Horror']",Glenn Campbell,1h 28m,52.0,Released,English,"$10,000.00",-
Strawberry Shortcake and the Beast of Berry Bog,2023,"['Animation', 'Family', 'TV Movie']",Jim Miller,42m,72.0,Released,English,-,-
The Lone Ranger,2013,"['Action', 'Adventure', 'Western']",Gore Verbinski,2h 29m,61.0,Released,English,"$215,000,000.00","$260,500,000.00"
The Texas Chainsaw Massacre: The Beginning,2006,['Horror'],Sheldon Turner,1h 31m,61.0,Released,English,"$16,000,000.00","$107,400,000.00"
To Be Twenty,1978,['Comedy'],Fernando Di Leo,1h 34m,61.0,Released,Italian,-,-
Sleepers,1996,"['Crime', 'Drama', 'Thriller']",Barry Levinson,2h 27m,76.0,Released,English,"$44,000,000.00","$165,615,285.00"
Legends of the Fall,1994,"['Adventure', 'Drama', 'Romance', 'War', 'Western']",Edward Zwick,2h 13m,74.0,Released,English,"$30,000,000.00","$160,638,883.00"
Dragonheart: Battle for the Heartfire,2017,"['Fantasy', 'Adventure']",Patrick Read Johnson,1h 38m,61.0,Released,English,-,-
Wings of Desire,1987,"['Drama', 'Fantasy', 'Romance']",Wim Wenders,2h 8m,78.0,Released,German,"$2,500,000.00","$3,210,139.00"
Slumberland,2022,"['Family', 'Fantasy', 'Comedy']",Winsor McCay,1h 57m,74.0,Released,English,"$35,000,000.00",-
Enola Holmes 2,2022,"['Adventure', 'Mystery', 'Crime']",Harry Bradbeer,2h 9m,75.0,Released,English,-,-
The House with a Clock in Its Walls,2018,"['Fantasy', 'Family', 'Comedy']",Eli Roth,1h 45m,62.0,Released,English,"$42,000,000.00","$131,523,093.00"
Queen of Hearts,2019,['Drama'],May el-Toukhy,2h 7m,69.0,Released,Danish,"$19,000,000.00",-
Dances with Wolves,1990,"['Adventure', 'Drama', 'Western']",Kevin Costner,3h 1m,78.0,Released,English,"$22,000,000.00","$424,200,000.00"
Super Monsters: Santa's Super Monster Helpers,2020,"['Animation', 'Family']",Jenn Rogan,24m,75.0,Released,English,-,-
She's Out of My League,2010,"['Romance', 'Comedy']",Jim Field Smith,1h 44m,65.0,Released,English,"$20,000,000.00","$49,779,728.00"
Far from the Madding Crowd,2015,"['Drama', 'Romance']",Thomas Vinterberg,1h 59m,70.0,Released,English,-,"$30,229,977.00"
The Jack in the Box: Awakening,2022,['Horror'],Lawrence Fowler,1h 29m,64.0,Released,English,-,"$195,189.00"
Beverly Hills Cop II,1987,"['Action', 'Comedy', 'Crime']",Danilo Bach,1h 43m,65.0,Released,English,"$28,000,000.00","$299,965,036.00"
Javier Milei: la revolución liberal,2023,"['Documentary', 'History']",Santiago Oría,2h 2m,0.0,Released,Spanish; Castilian,-,-
Alpha and Omega,2010,"['Animation', 'Family', 'Comedy', 'Adventure', 'Romance']",Ben Gluck,1h 28m,59.0,Released,English,"$20,000,000.00","$50,500,000.00"
Ghostbusters,1984,"['Comedy', 'Fantasy']",Ivan Reitman,1h 47m,75.0,Released,English,"$30,000,000.00","$296,187,079.00"
Underworld: Awakening,2012,"['Fantasy', 'Action', 'Horror']",Len Wiseman,1h 28m,63.0,Released,English,"$70,000,000.00","$160,112,671.00"
Spy Kids 2: The Island of Lost Dreams,2002,"['Action', 'Adventure', 'Family', 'Comedy', 'Science Fiction', 'Drama']",Robert Rodriguez,1h 40m,56.0,Released,English,"$38,000,000.00","$119,700,000.00"
Blue Lagoon: The Awakening,2012,"['Drama', 'Adventure', 'Romance', 'TV Movie']",Mikael Salomon,1h 25m,65.0,Released,English,-,-
Dennis the Menace Strikes Again!,1998,"['Family', 'Comedy']",Hank Ketcham,1h 11m,54.0,Released,English,-,-
Disobedience,2018,"['Drama', 'Romance']",Sebastián Lelio,1h 54m,70.0,Released,English,"$6,000,000.00","$8,000,000.00"
Into the Woods,2014,"['Fantasy', 'Comedy']",Rob Marshall,2h 5m,58.0,Released,English,"$50,000,000.00","$212,902,372.00"
Contact,1997,"['Drama', 'Science Fiction', 'Mystery']",Carl Sagan,2h 30m,74.0,Released,English,"$90,000,000.00","$171,120,329.00"
Doraemon: Nobita's Dinosaur,2006,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Science Fiction']",Ayumu Watanabe,1h 47m,75.0,Released,Japanese,-,-
Cutthroat Island,1995,"['Action', 'Adventure']",Renny Harlin,2h 4m,58.0,Released,English,"$98,000,000.00","$10,017,322.00"
The Last Legion,2007,"['Action', 'Adventure', 'Fantasy', 'War']",Valerio Massimo Manfredi,1h 42m,56.0,Released,English,"$67,000,000.00","$25,303,038.00"
Bound by Honor,1993,"['Crime', 'Action', 'Drama', 'Thriller']",Taylor Hackford,3h 10m,81.0,Released,English,"$35,000,000.00","$4,500,000.00"
Upside-Down Magic,2020,"['Fantasy', 'Family', 'TV Movie']",Joe Nussbaum,1h 36m,71.0,Released,English,-,-
The Sense of an Ending,2017,"['Mystery', 'Drama']",Ritesh Batra,1h 48m,64.0,Released,English,-,"$5,081,495.00"
Warlock: The Armageddon,1993,"['Fantasy', 'Horror', 'Science Fiction', 'Action']",Kevin Rock,1h 38m,53.0,Released,English,"$3,000,000.00","$3,902,679.00"
Phineas and Ferb: The Movie: Across the 2nd Dimension,2011,"['Animation', 'Comedy', 'Family', 'TV Movie', 'Adventure', 'Science Fiction']",Dan Povenmire,1h 18m,70.0,Released,English,-,-
La Haine,1995,['Drama'],Mathieu Kassovitz,1h 38m,81.0,Released,French,"$2,600,000.00","$15,300,000.00"
White House Down,2013,"['Action', 'Drama', 'Thriller']",Roland Emmerich,2h 11m,65.0,Released,English,"$150,000,000.00","$205,366,737.00"
Race to Witch Mountain,2009,"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']",Matt Lopez,1h 38m,58.0,Released,English,"$50,000,000.00","$106,303,988.00"
Know Fear,2022,['Horror'],Jamison M. LoCascio,1h 17m,63.0,Released,English,-,-
Boston Strangler,2023,"['Crime', 'Mystery', 'Thriller']",Matt Ruskin,1h 52m,67.0,Released,English,-,-
In Her Shoes,2005,"['Comedy', 'Drama', 'Romance']",Curtis Hanson,2h 10m,62.0,Released,English,-,"$83,073,883.00"
Salt,2010,"['Action', 'Mystery', 'Thriller']",Phillip Noyce,1h 40m,64.0,Released,English,"$110,000,000.00","$293,329,073.00"
The Big Sick,2017,"['Comedy', 'Drama', 'Romance']",Michael Showalter,2h,73.0,Released,English,"$5,000,000.00","$56,303,596.00"
The House That Jack Built,2018,"['Drama', 'Horror', 'Crime', 'Thriller']",Lars von Trier,2h 31m,72.0,Released,English,"$9,800,000.00","$5,566,776.00"
I Am Rage,2023,"['Action', 'Thriller', 'Horror']",David Ryan Keith,1h 29m,69.0,Released,English,-,-
Jack and Jill,2011,['Comedy'],Dennis Dugan,1h 31m,43.0,Released,English,"$79,000,000.00","$149,700,000.00"
Die Another Day,2002,"['Adventure', 'Action', 'Thriller']",Ian Fleming,2h 13m,60.0,Released,English,"$140,000,000.00","$431,971,116.00"
Police Academy,1984,"['Comedy', 'Crime']",Hugh Wilson,1h 37m,67.0,Released,English,"$4,500,000.00","$81,198,894.00"
In Enemy Hands,2005,['War'],Tony Giglio,1h 34m,58.0,Released,English,"$5,400,000.00","$64,236.00"
Marry Me,2022,"['Romance', 'Comedy', 'Music']",Kat Coiro,1h 52m,68.0,Released,English,"$23,000,000.00","$44,000,000.00"
No Strings Attached,2011,"['Comedy', 'Romance']",Elizabeth Meriwether,1h 47m,63.0,Released,English,"$25,000,000.00","$149,200,000.00"
Ophelia,2019,"['Drama', 'Romance', 'History']",William Shakespeare,1h 54m,72.0,Released,English,"$12,000,000.00","$242,115.00"
Descendants 2,2017,"['Family', 'Music', 'Fantasy', 'TV Movie', 'Adventure', 'Action', 'Romance']",Kenny Ortega,1h 51m,74.0,Released,English,-,-
The New Mutants,2020,"['Science Fiction', 'Horror', 'Action', 'Mystery', 'Adventure']",Josh Boone,1h 34m,61.0,Released,English,"$67,000,000.00","$49,169,594.00"
Uncut Gems,2019,"['Drama', 'Thriller', 'Crime']",Benny Safdie,2h 16m,71.0,Released,English,"$19,000,000.00","$50,023,780.00"
Mad Max 2,1981,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",George Miller,1h 36m,74.0,Released,English,"$2,000,000.00","$24,600,832.00"
The Theory of Everything,2014,"['Drama', 'Romance']",James Marsh,2h 3m,79.0,Released,English,"$15,000,000.00","$123,726,688.00"
"tick, tick... BOOM!",2021,"['Drama', 'Music']",Lin-Manuel Miranda,2h,77.0,Released,English,-,-
The Spy Who Loved Me,1977,"['Adventure', 'Action', 'Thriller']",Lewis Gilbert,2h 5m,68.0,Released,English,"$13,000,000.00","$185,438,673.00"
Rio Bravo,1959,['Western'],Howard Hawks,2h 21m,78.0,Released,English,"$1,200,000.00","$5,750,000.00"
The Legend of Hercules,2014,"['Action', 'Adventure']",Renny Harlin,1h 39m,48.0,Released,English,"$70,000,000.00","$61,279,452.00"
Over the Moon,2020,"['Animation', 'Adventure', 'Family', 'Fantasy']",Glen Keane,1h 40m,72.0,Released,English,-,-
Rocky V,1990,['Drama'],John G. Avildsen,1h 44m,58.0,Released,English,"$42,000,000.00","$119,946,358.00"
Halloween: The Curse of Michael Myers,1995,"['Horror', 'Thriller']",John Carpenter,1h 28m,52.0,Released,English,"$5,000,000.00","$15,100,000.00"
Inferno,2016,"['Mystery', 'Thriller', 'Action']",Ron Howard,2h 1m,61.0,Released,English,"$75,000,000.00","$220,021,259.00"
27 Dresses,2008,"['Comedy', 'Romance']",Anne Fletcher,1h 51m,64.0,Released,English,"$30,000,000.00","$160,259,319.00"
The Adventures of Robin Hood,1938,"['Adventure', 'Romance', 'History']",William Keighley,1h 42m,75.0,Released,English,"$2,033,000.00","$3,981,000.00"
Thunderball,1965,"['Adventure', 'Action', 'Thriller']",Jack Whittingham,2h 10m,67.0,Released,English,"$5,500,000.00","$141,195,658.00"
Aftermath,2017,"['Drama', 'Thriller']",Elliott Lester,1h 32m,57.0,Released,English,"$10,500,000.00","$840,809.00"
Bordello of Blood,1996,"['Horror', 'Comedy']",Gilbert Adler,1h 27m,59.0,Released,English,"$15,000,000.00","$5,600,000.00"
Jason Bourne,2016,"['Action', 'Thriller', 'Mystery', 'Drama']",Paul Greengrass,2h 3m,63.0,Released,English,"$120,000,000.00","$415,484,914.00"
Sausage Party,2016,"['Adventure', 'Animation', 'Comedy', 'Fantasy']",Evan Goldberg,1h 29m,57.0,Released,English,"$19,000,000.00","$140,705,322.00"
Romancing the Stone,1984,"['Romance', 'Comedy', 'Action', 'Adventure']",Robert Zemeckis,1h 46m,68.0,Released,English,"$10,000,000.00","$86,572,238.00"
Dr. Who and the Daleks,1965,"['Adventure', 'Family', 'Science Fiction']",Gordon Flemyng,1h 22m,57.0,Released,English,"$502,318.00",-
Dragon Ball Z: Lord Slug,1991,"['Action', 'Animation', 'Science Fiction']",Akira Toriyama,52m,65.0,Released,Japanese,-,"$16,400,000.00"
Bleach the Movie: Memories of Nobody,2006,"['Fantasy', 'Animation', 'Science Fiction']",Noriyuki Abe,1h 27m,69.0,Released,Japanese,-,"$1,238,072.00"
The Ring,2002,"['Horror', 'Mystery']",Gore Verbinski,1h 55m,67.0,Released,English,"$48,000,000.00","$249,348,933.00"
Reign of the Supermen,2019,"['Science Fiction', 'Animation', 'Action']",Bill Finger,1h 27m,71.0,Released,English,-,-
The Dead Pool,1988,"['Action', 'Crime', 'Thriller']",Harry Julian Fink,1h 31m,63.0,Released,English,"$20,000,000.00","$37,903,295.00"
The Drop,2014,"['Drama', 'Crime']",Michaël R. Roskam,1h 46m,68.0,Released,English,"$12,600,000.00","$19,054,534.00"
The War of the Worlds,1953,"['Science Fiction', 'Action']",Byron Haskin,1h 25m,68.0,Released,English,"$2,000,000.00",-
Batman: Year One,2011,"['Action', 'Animation', 'Crime']",Bob Kane,1h 4m,73.0,Released,English,-,-
The Minute You Wake Up Dead,2022,"['Thriller', 'Crime']",Michael Mailer,1h 30m,54.0,Released,English,-,-
Calm Before,2021,"['Thriller', 'Drama']",Tara Lynn Marcelle,1h 49m,75.0,Released,English,-,-
For a Few Dollars More,1965,['Western'],Sergio Leone,2h 12m,80.0,Released,Italian,"$600,000.00","$15,000,000.00"
Beauty and the Beast: The Enchanted Christmas,1997,"['Animation', 'Family', 'Fantasy']",Andrew Knight,1h 12m,62.0,Released,English,-,-
National Lampoon's Van Wilder,2002,"['Comedy', 'Romance']",Walt Becker,1h 32m,60.0,Released,English,"$6,000,000.00","$39,241,323.00"
Grabbers,2012,"['Science Fiction', 'Comedy', 'Thriller', 'Horror', 'Mystery']",Jon Wright,1h 34m,61.0,Released,English,-,"$427,335.00"
Bleach the Movie: Fade to Black,2008,"['Action', 'Animation', 'Fantasy', 'Drama']",Noriyuki Abe,1h 34m,71.0,Released,Japanese,-,"$6,032,296.00"
The Princess Switch,2018,"['Romance', 'Comedy']",Mike Rohl,1h 41m,70.0,Released,English,-,-
Asterix & Obelix: Mission Cleopatra,2002,"['Family', 'Fantasy', 'Comedy', 'Adventure']",Alain Chabat,1h 48m,74.0,Released,French,"$58,500,000.00","$128,027,976.00"
The Amityville Horror,1979,['Horror'],Stuart Rosenberg,1h 58m,63.0,Released,English,"$4,700,000.00","$86,400,000.00"
"Ebirah, Horror of the Deep",1966,"['Science Fiction', 'Action', 'Fantasy']",Jun Fukuda,1h 27m,63.0,Released,Japanese,-,"$3,000,000.00"
Superman II: The Richard Donner Cut,2006,"['Science Fiction', 'Action', 'Adventure']",Mario Puzo,1h 56m,74.0,Released,English,"$54,000,000.00",-
Final Analysis,1992,"['Drama', 'Thriller', 'Romance']",Wesley Strick,2h 4m,57.0,Released,English,"$32,000,000.00","$28,600,000.00"
Flamin' Hot,2023,"['Comedy', 'Drama']",Eva Longoria,1h 39m,82.0,Released,English,-,-
101 Dalmatians,1996,"['Family', 'Comedy']",Stephen Herek,1h 43m,59.0,Released,English,"$54,000,000.00","$320,689,294.00"
Stand by Me Doraemon 2,2020,"['Animation', 'Family', 'Science Fiction']",Takashi Yamazaki,1h 36m,76.0,Released,Japanese,-,-
You Only Live Twice,1967,"['Action', 'Thriller', 'Adventure']",Lewis Gilbert,1h 57m,66.0,Released,English,"$9,500,000.00","$111,584,787.00"
Whitney Houston: I Wanna Dance with Somebody,2022,"['Music', 'History', 'Drama']",Kasi Lemmons,2h 24m,70.0,Released,English,"$50,000,000.00","$59,800,000.00"
Dr. Dolittle 2,2001,"['Comedy', 'Family', 'Romance', 'Fantasy']",Steve Carr,1h 27m,53.0,Released,English,"$70,000,000.00","$176,100,000.00"
Incantation,2022,['Horror'],Kevin Ko,1h 51m,68.0,Released,Chinese,-,"$5,700,000.00"
Coming 2 America,2021,['Comedy'],David Sheffield,1h 50m,65.0,Released,English,"$60,000,000.00",-
City of Angels,1998,"['Romance', 'Drama', 'Fantasy']",Peter Handke,1h 54m,68.0,Released,English,"$55,000,000.00","$198,685,114.00"
The Blair Witch Project,1999,"['Horror', 'Mystery']",Eduardo Sánchez,1h 21m,63.0,Released,English,"$60,000.00","$248,639,099.00"
Elysium,2013,"['Science Fiction', 'Action', 'Drama', 'Thriller']",Neill Blomkamp,1h 49m,65.0,Released,English,"$115,000,000.00","$286,140,700.00"
Office Christmas Party,2016,['Comedy'],Will Speck,1h 45m,57.0,Released,English,"$45,000,000.00","$114,501,299.00"
Batman: Under the Red Hood,2010,"['Science Fiction', 'Crime', 'Action', 'Animation', 'Mystery']",Judd Winick,1h 15m,78.0,Released,English,-,"$6,629,178.00"
Spies Like Us,1985,"['Comedy', 'Adventure']",John Landis,1h 42m,62.0,Released,English,"$22,000,000.00","$60,088,980.00"
The Devil's Advocate,1997,"['Drama', 'Mystery', 'Thriller', 'Horror']",Taylor Hackford,2h 24m,75.0,Released,English,"$57,000,000.00","$153,000,000.00"
Oldboy,2003,"['Drama', 'Thriller', 'Mystery', 'Action']",Park Chan-wook,2h,83.0,Released,Korean,"$3,000,000.00","$17,500,000.00"
Who Can Kill a Child?,1976,"['Drama', 'Horror', 'Thriller']",Chicho Ibáñez Serrador,1h 52m,71.0,Released,Spanish; Castilian,-,-
Cocoon,1985,"['Comedy', 'Drama', 'Science Fiction']",Ron Howard,1h 57m,66.0,Released,English,"$17,500,000.00","$85,300,000.00"
You Keep the Kids,2021,"['Comedy', 'Family']",Dani de la Orden,1h 43m,72.0,Released,Spanish; Castilian,-,-
The Do-Over,2016,"['Action', 'Adventure', 'Comedy']",Steven Brill,1h 48m,57.0,Released,English,-,-
The Scorpion King,2002,"['Action', 'Adventure', 'Fantasy']",Stephen Sommers,1h 32m,56.0,Released,English,"$60,000,000.00","$165,333,180.00"
Under Siege 2: Dark Territory,1995,"['Action', 'Thriller']",J.F. Lawton,1h 40m,58.0,Released,English,"$60,000,000.00","$104,324,083.00"
The Roundup,2022,"['Action', 'Crime', 'Thriller']",Lee Sang-yong,1h 46m,72.0,Released,Korean,"$8,100,000.00","$101,200,000.00"
Enchanted,2007,"['Comedy', 'Family', 'Fantasy', 'Romance']",Kevin Lima,1h 47m,68.0,Released,English,"$85,000,000.00","$340,487,652.00"
The Big Lebowski,1998,"['Comedy', 'Crime']",Joel Coen,1h 57m,78.0,Released,English,"$15,000,000.00","$47,010,480.00"
To Every You I've Loved Before,2022,"['Animation', 'Romance', 'Science Fiction']",Jun Matsumoto,1h 42m,66.0,Released,Japanese,-,-
Paydirt,2020,"['Action', 'Crime', 'Thriller']",Christian Sesma,1h 21m,59.0,Released,English,-,-
Paddington 2,2017,"['Adventure', 'Comedy', 'Family']",Paul King,1h 44m,75.0,Released,English,"$40,000,000.00","$227,300,000.00"
Legend,2015,"['Crime', 'Thriller']",Brian Helgeland,2h 12m,70.0,Released,English,"$25,000,000.00","$42,972,994.00"
Detachment,2011,['Drama'],Tony Kaye,1h 38m,76.0,Released,English,-,"$1,681,521.00"
The Paloni Show! Halloween Special!,2022,"['Animation', 'Comedy', 'Horror']",Myke Chilian,1h 2m,61.0,Released,English,-,-
Terms of Endearment,1983,"['Drama', 'Comedy']",James L. Brooks,2h 12m,71.0,Released,English,"$8,000,000.00","$108,423,749.00"
The Man Who Knew Too Much,1956,"['Thriller', 'Mystery']",Charles Bennett,2h,75.0,Released,English,"$1,200,000.00","$11,300,000.00"
Santa Claus: The Movie,1985,"['Family', 'Fantasy', 'Adventure']",David Newman,1h 48m,62.0,Released,English,"$50,000,000.00","$23,717,291.00"
Peter Pan,2003,"['Adventure', 'Fantasy', 'Family']",P.J. Hogan,1h 53m,72.0,Released,English,"$100,000,000.00","$121,975,011.00"
American Made,2017,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",Doug Liman,1h 55m,69.0,Released,English,"$50,000,000.00","$133,511,855.00"
The Game,1997,"['Drama', 'Thriller', 'Mystery']",David Fincher,2h 9m,76.0,Released,English,"$50,000,000.00","$109,423,648.00"
The Invisible Man,2020,"['Thriller', 'Science Fiction', 'Horror']",Leigh Whannell,2h 4m,71.0,Released,English,"$7,000,000.00","$144,500,000.00"
The Patriot,2000,"['Drama', 'History', 'War', 'Action']",Roland Emmerich,2h 45m,72.0,Released,English,"$110,000,000.00","$215,294,342.00"
That Awkward Moment,2014,"['Comedy', 'Romance']",Tom Gormican,1h 34m,62.0,Released,English,"$8,000,000.00","$45,600,000.00"
Evil,2003,['Drama'],Mikael Håfström,1h 53m,73.0,Released,Swedish,-,"$528,245.00"
Valkyrie,2008,"['Drama', 'Thriller', 'War']",Bryan Singer,2h 1m,69.0,Released,English,"$75,000,000.00","$200,276,000.00"
The Naked Gun: From the Files of Police Squad!,1988,"['Comedy', 'Crime']",David Zucker,1h 26m,72.0,Released,English,"$12,000,000.00","$78,756,177.00"
Sissy,2022,"['Horror', 'Comedy', 'Thriller']",Kane Senes,1h 42m,60.0,Released,English,-,-
Brokeback Mountain,2005,"['Drama', 'Romance']",Ang Lee,2h 14m,78.0,Released,English,"$14,000,000.00","$178,043,761.00"
Dreamgirls,2006,"['Drama', 'Music']",Bill Condon,2h 14m,68.0,Released,English,"$70,000,000.00","$154,937,680.00"
American Beauty,1999,['Drama'],Sam Mendes,2h 2m,80.0,Released,English,"$15,000,000.00","$356,296,601.00"
Sweet Sex and Love,2003,"['Romance', 'Drama']",Bong Man-dae,1h 25m,51.0,Released,Korean,-,-
"Love, Rosie",2014,"['Romance', 'Drama', 'Comedy']",Christian Ditter,1h 42m,78.0,Released,English,-,"$4,439,431.00"
Musume Bugyo On-na Ro Hisho,1995,"['Drama', 'History']",Ryôji Shinmura,1h 18m,35.0,Released,Japanese,-,-
The Purple Rose of Cairo,1985,"['Fantasy', 'Comedy', 'Romance']",Woody Allen,1h 22m,74.0,Released,English,"$15,000,000.00","$10,631,333.00"
The Hunchback of Notre Dame,1996,"['Drama', 'Animation', 'Family']",Tab Murphy,1h 31m,71.0,Released,English,"$100,000,000.00","$325,300,000.00"
Dragon Ball: Sleeping Princess in Devil's Castle,1987,"['Action', 'Animation', 'Fantasy', 'Horror']",Daisuke Nishio,45m,65.0,Released,Japanese,-,-
The Golden Lotus: Love and Desire,1991,"['Drama', 'Romance']",Li Han-Hsiang,1h 35m,62.0,Released,Chinese,-,-
I Don't Expect Anyone to Believe Me,2023,"['Comedy', 'Crime', 'Drama']",Luis Fernando Frías de la Parra,1h 57m,81.0,Released,Spanish; Castilian,-,-
How to Lose a Guy in 10 Days,2003,"['Comedy', 'Romance']",Donald Petrie,1h 56m,68.0,Released,English,"$50,000,000.00","$177,502,387.00"
The Cave,2005,"['Action', 'Adventure', 'Horror', 'Thriller']",Bruce Hunt,1h 37m,53.0,Released,English,"$30,000,000.00","$33,296,457.00"
Zatch Bell! 101st Devil,2004,"['Comedy', 'Animation', 'Adventure', 'Action']",Junji Shimizu,1h 24m,70.0,Released,Japanese,-,-
Along Came a Spider,2001,"['Crime', 'Mystery', 'Thriller', 'Action']",Lee Tamahori,1h 44m,63.0,Released,English,"$60,000,000.00","$105,200,000.00"
Iron Man: Rise of Technovore,2013,"['Science Fiction', 'Animation', 'Action']",Stan Lee,1h 28m,60.0,Released,Japanese,-,-
Never Back Down,2008,"['Drama', 'Action']",Jeff Wadlow,1h 55m,67.0,Released,English,"$20,000,000.00","$41,627,431.00"
The Color Purple,1985,['Drama'],Steven Spielberg,2h 34m,77.0,Released,English,"$15,000,000.00","$146,300,000.00"
Spy Kids 3-D: Game Over,2003,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",Robert Rodriguez,1h 24m,51.0,Released,English,"$38,000,000.00","$197,000,000.00"
The Flight Before Christmas,2015,"['Comedy', 'Drama', 'TV Movie']",Peter Sullivan,1h 30m,55.0,Released,English,-,-
Total Recall,1990,"['Action', 'Adventure', 'Science Fiction']",Philip K. Dick,1h 53m,73.0,Released,English,"$65,000,000.00","$261,317,921.00"
Cabin Fever 2: Spring Fever,2009,['Horror'],Ti West,1h 27m,45.0,Released,English,"$5,000,000.00",-
Last Night in Soho,2021,"['Mystery', 'Thriller', 'Horror']",Edgar Wright,1h 56m,74.0,Released,English,"$43,000,000.00","$22,957,625.00"
Against the Sun,2014,"['War', 'Adventure']",Brian Falk,1h 39m,70.0,Released,English,-,-
eXistenZ,1999,"['Action', 'Thriller', 'Science Fiction']",David Cronenberg,1h 37m,68.0,Released,English,"$15,000,000.00","$2,856,712.00"
Immortals,2011,"['Fantasy', 'Action', 'Drama']",Tarsem Singh,1h 50m,60.0,Released,English,"$75,000,000.00","$226,904,017.00"
The Blues Brothers,1980,"['Music', 'Comedy', 'Action', 'Crime']",John Landis,2h 13m,77.0,Released,English,"$27,000,000.00","$115,229,890.00"
In Dreams,2023,"['Thriller', 'Horror']",Matías Moltrasio,1h 22m,65.0,Released,English,-,-
Judas and the Black Messiah,2021,"['Drama', 'History']",Shaka King,2h 6m,74.0,Released,English,"$26,000,000.00","$6,416,063.00"
The Marksman,2021,['Action'],Robert Lorenz,1h 48m,69.0,Released,English,"$23,000,000.00","$23,076,711.00"
Pooh's Heffalump Movie,2005,"['Family', 'Animation', 'Comedy', 'Fantasy']",A. A. Milne,1h 8m,68.0,Released,English,"$20,000,000.00","$52,900,000.00"
Death Proof,2007,"['Action', 'Thriller']",Quentin Tarantino,1h 53m,68.0,Released,English,"$25,000,000.00","$31,126,421.00"
The Unbearable Weight of Massive Talent,2022,"['Action', 'Comedy', 'Crime']",Tom Gormican,1h 47m,68.0,Released,English,"$30,000,000.00","$29,116,320.00"
Vita & Virginia,2019,"['Drama', 'Romance']",Chanya Button,1h 50m,69.0,Released,English,-,-
Goldfinger,1964,"['Adventure', 'Action', 'Thriller']",Guy Hamilton,1h 50m,74.0,Released,English,"$2,500,000.00","$124,881,062.00"
Baby Face,1933,['Drama'],Alfred E. Green,1h 16m,73.0,Released,English,"$187,000.00","$451,000.00"
Dog,2022,"['Drama', 'Comedy']",Reid Carolin,1h 42m,74.0,Released,English,"$20,000,000.00","$84,774,243.00"
Open Season 2,2008,"['Adventure', 'Animation', 'Comedy', 'Family']",Matthew O'Callaghan,1h 16m,58.0,Released,English,-,"$8,700,000.00"
The Great Mouse Detective,1986,"['Animation', 'Family', 'Adventure', 'Mystery']",David Michener,1h 14m,70.0,Released,English,"$14,000,000.00","$38,625,550.00"
Man on a Ledge,2012,"['Action', 'Thriller', 'Crime']",Asger Leth,1h 42m,64.0,Released,English,"$42,000,000.00","$46,221,189.00"
The Skeleton Key,2005,"['Drama', 'Horror', 'Mystery', 'Thriller']",Iain Softley,1h 44m,66.0,Released,English,"$43,000,000.00","$93,983,911.00"
Hang 'em High,1968,['Western'],Mel Goldberg,1h 54m,68.0,Released,English,"$1,800,000.00","$6,800,000.00"
Death Wish,2018,"['Action', 'Crime', 'Drama', 'Thriller']",Eli Roth,1h 47m,61.0,Released,English,"$30,000,000.00","$34,017,028.00"
Lilo & Stitch 2: Stitch Has a Glitch,2005,"['Animation', 'Family', 'Comedy', 'Science Fiction']",Tony Leondis,1h 8m,66.0,Released,English,-,-
Lawrence of Arabia,1962,"['Adventure', 'Drama', 'History', 'War']",David Lean,3h 48m,80.0,Released,English,"$15,000,000.00","$69,995,385.00"
Bridget Jones's Baby,2016,"['Comedy', 'Romance']",Helen Fielding,2h 3m,64.0,Released,English,"$35,000,000.00","$212,000,000.00"
The Zone of Interest,2023,"['Drama', 'War']",Jonathan Glazer,1h 45m,73.0,Released,English,-,-
Jingle Jangle: A Christmas Journey,2020,"['Family', 'Fantasy', 'Music']",David E. Talbert,2h 2m,66.0,Released,English,-,-
Genius,2016,"['History', 'Drama']",Michael Grandage,1h 44m,65.0,Released,English,-,"$5,681,622.00"
Secret Headquarters,2022,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Family']",Henry Joost,1h 44m,66.0,Released,English,-,-
The Disappearance of Haruhi Suzumiya,2010,"['Comedy', 'Science Fiction', 'Mystery', 'Animation', 'Drama']",Yasuhiro Takemoto,2h 42m,79.0,Released,Japanese,-,-
The Vow,2012,"['Drama', 'Romance']",Michael Sucsy,1h 44m,72.0,Released,English,"$30,000,000.00","$196,114,570.00"
Transfusion,2023,"['Crime', 'Action', 'Drama']",Matt Nable,1h 45m,61.0,Released,English,-,-
Chronicle,2012,"['Science Fiction', 'Drama', 'Thriller']",Josh Trank,1h 24m,68.0,Released,English,"$15,000,000.00","$145,000,000.00"
